cik_year;positive_count;negative_count;positive_prop;negative_prop;net_positive_tone;total_words;cyber_mentions
279042019;166;96;0,01477525589675122;0,00854472630173565;0,26717557251908397;11235;6
3152932023;101;124;0,00947644961531244;0,01163445299305686;-0,10222222222222224;10658;1
3181542022;67;115;0,00627517092816334;0,01077081577222066;-0,26373626373626380;10677;3
3181542025;60;120;0,00559649286447160;0,01119298572894319;-0,33333333333333331;10721;1
3201932022;20;28;0,00830909846281678;0,01163273784794350;-0,16666666666666663;2407;0
331852015;93;164;0,00702682281828485;0,01239138647525501;-0,27626459143968873;13235;6
331852016;78;133;0,00683371298405467;0,01165235675486245;-0,26066350710900471;11414;2
331852018;89;252;0,00611767940610393;0,01732196865548529;-0,47800586510263926;14548;12
331852019;96;260;0,00711269170926873;0,01926354004593613;-0,46067415730337080;13497;32
3506982015;157;167;0,01272285251215559;0,01353322528363047;-0,03086419753086415;12340;3
3531842023;22;94;0,00329538645895746;0,01408028759736369;-0,62068965517241381;6676;12
3541902020;116;214;0,00675636321276720;0,01246432523734638;-0,29696969696969699;17169;2
3541902022;133;242;0,00691699604743083;0,01258581235697940;-0,29066666666666663;19228;6
3541902023;141;247;0,00736985155759983;0,01291030733849049;-0,27319587628865977;19132;3
360292019;43;119;0,00528515240904621;0,01462635201573255;-0,46913580246913572;8136;0
405702023;33;62;0,00610207100591716;0,01146449704142012;-0,30526315789473685;5408;0
407042023;162;139;0,01555000959877136;0,01334229218660012;0,07641196013289034;10418;0
460802019;95;259;0,00617043387892959;0,01682255131202910;-0,46327683615819210;15396;0
490712019;265;219;0,01674671385237614;0,01383973710819009;0,09504132231404958;15824;11
490712020;174;181;0,01382268827454719;0,01437877343501748;-0,01971830985915488;12588;11
490712021;154;189;0,01280558789289872;0,01571594877764843;-0,10204081632653066;12026;10
490712022;164;188;0,01389830508474576;0,01593220338983051;-0,06818181818181816;11800;10
490712023;205;193;0,01543209876543210;0,01452875639867510;0,03015075376884417;13284;9
490712024;157;159;0,01414541850617173;0,01432561492026309;-0,00632911392405061;11099;9
55132023;383;658;0,01231669668124518;0,02116027784924106;-0,26416906820365033;31096;28
55132024;381;509;0,01369223028821965;0,01829224466326457;-0,14382022471910116;27826;24
551352013;68;169;0,00807025872300024;0,02005696653216235;-0,42616033755274263;8426;0
568732017;66;144;0,00540098199672668;0,01178396072013093;-0,37142857142857150;12220;2
627092014;74;115;0,00710581908968696;0,01104282696370271;-0,21693121693121697;10414;2
677162020;119;181;0,00797052913596785;0,01212324179504354;-0,20666666666666664;14930;0
7005652025;47;169;0,00402053036783576;0,01445680068434559;-0,56481481481481477;11690;0
7009232017;117;131;0,01006018916595013;0,01126397248495271;-0,05645161290322580;11630;2
7009232021;94;141;0,00857899059961668;0,01286848589942502;-0,20000000000000004;10957;3
7157872024;64;168;0,00696409140369967;0,01828073993471164;-0,44827586206896552;9190;23
723332019;58;40;0,00719067691544756;0,00495908752789487;0,18367346938775511;8066;0
7236122016;34;75;0,00542091836734694;0,01195790816326531;-0,37614678899082565;6272;0
7266012020;126;221;0,00891782857951730;0,01564158822280416;-0,27377521613832856;14129;5
7327122025;132;194;0,00810960250660441;0,01191865822940345;-0,19018404907975459;16277;6
7327172025;71;122;0,00826061663757999;0,01419429901105294;-0,26424870466321243;8595;1
737562025;86;64;0,01086407276402223;0,00808489135927236;0,14666666666666661;7916;3
7526422019;80;63;0,00921765180320313;0,00725890079502247;0,11888111888111888;8679;0
7527142022;33;66;0,00295381310418904;0,00590762620837809;-0,33333333333333331;11172;0
75362011;68;177;0,00702551916520302;0,01828701312119020;-0,44489795918367347;9679;2
753622019;57;135;0,00540233153255616;0,01279499573500142;-0,40624999999999994;10551;1
7644782019;98;151;0,00828612496829289;0,01276739663481864;-0,21285140562248997;11827;2
7738402022;16;18;0,00930232558139535;0,01046511627906977;-0,05882352941176471;1720;5
7738402024;9;18;0,00769230769230769;0,01538461538461539;-0,33333333333333331;1170;0
774762023;296;651;0,00842464778710687;0,01852853280204924;-0,37486800422386490;35135;9
7833252024;172;223;0,00838206627680312;0,01086744639376218;-0,12911392405063293;20520;1
7895702024;53;108;0,00554045578089065;0,01128998536483379;-0,34161490683229817;9566;3
7908162025;69;133;0,00692423482187657;0,01334671349724034;-0,31683168316831678;9965;0
7943672019;128;126;0,01360255047821467;0,01339001062699256;0,00787401574803150;9410;1
7943672020;87;142;0,00945960639338915;0,01543981733173861;-0,24017467248908297;9197;1
7991672023;47;86;0,00737602008788449;0,01349654739485248;-0,29323308270676696;6372;0
7991672024;39;88;0,00626908857096930;0,01414563574987944;-0,38582677165354323;6221;0
8077072021;210;799;0,00683282358300254;0,02599726687056680;-0,58374628344895940;30734;83
8228182021;76;180;0,00709418463548959;0,01680201624194903;-0,40625000000000000;10713;2
8278762024;89;141;0,01004401309107324;0,01591242523417221;-0,22608695652173913;8861;5
831252024;119;108;0,00597269624573379;0,00542059827343907;0,04845814977973569;19924;0
8374652024;35;81;0,00497653917247263;0,01151713351343666;-0,39655172413793105;7033;1
8449652017;114;393;0,00542314828029114;0,01869559012416155;-0,55029585798816572;21021;9
848392014;51;90;0,00920245398773006;0,01623962468422952;-0,27659574468085107;5542;4
8493992024;25;86;0,00466330908412610;0,01604178324939377;-0,54954954954954960;5361;7
8538162017;33;113;0,00393935776530978;0,01348931598424257;-0,54794520547945214;8377;2
8588772012;108;296;0,00587084148727984;0,01609045444661883;-0,46534653465346537;18396;19
859612020;111;228;0,00620458356623812;0,01274455002794857;-0,34513274336283184;17890;0
859612022;112;234;0,00730403025955393;0,01526020607799661;-0,35260115606936421;15334;0
8607312018;51;69;0,00488880368098160;0,00661426380368098;-0,14999999999999997;10432;1
8607312022;42;118;0,00405953991880920;0,01140537405760680;-0,47499999999999998;10346;3
8667872024;12;41;0,00195217179111762;0,00666992028631853;-0,54716981132075471;6147;0
8725892011;240;118;0,01519468186134853;0,00747071858182969;0,34078212290502796;15795;10
8725892025;98;54;0,01398801027690551;0,00770767913217242;0,28947368421052633;7006;1
8743962022;45;139;0,00499334221038615;0,01542387927208167;-0,51086956521739124;9012;1
8835692020;63;207;0,00660862267911465;0,02171404594566244;-0,53333333333333333;9533;5
8841442024;37;55;0,00651982378854626;0,00969162995594714;-0,19565217391304346;5675;1
8910142021;54;119;0,00608313619466036;0,01340542976230709;-0,37572254335260119;8877;7
8914822021;59;121;0,00569168435269149;0,01167277638433340;-0,34444444444444444;10366;0
8954212021;118;274;0,00538493131930817;0,01250399306347830;-0,39795918367346939;21913;6
8954212022;100;255;0,00511195174317554;0,01303547694509764;-0,43661971830985918;19562;5
8962622016;54;162;0,00561622464898596;0,01684867394695788;-0,50000000000000011;9615;4
9000752015;38;113;0,00378901186558979;0,01126732475820122;-0,49668874172185434;10029;1
9124632022;106;241;0,00798493408662900;0,01815442561205273;-0,38904899135446686;13275;1
9131422021;80;142;0,00873934891850557;0,01551234433034739;-0,27927927927927931;9154;3
9131422022;75;124;0,00894561068702290;0,01479007633587786;-0,24623115577889451;8384;1
9131422024;77;88;0,01118210862619808;0,01277955271565495;-0,06666666666666667;6886;0
914402023;125;123;0,01096876096876097;0,01079326079326079;0,00806451612903226;11396;1
9174702017;44;182;0,00403706762088265;0,01669877970456005;-0,61061946902654873;10899;1
9174702020;32;58;0,00427921904252474;0,00775608451457609;-0,28888888888888897;7478;0
923802019;116;102;0,00809942745426616;0,00712191034771680;0,06422018348623852;14322;0
923802024;101;138;0,00765963901107235;0,01046564538146519;-0,15481171548117154;13186;0
9249012024;36;109;0,00668275478002599;0,02023389641730091;-0,50344827586206908;5387;0
9270662025;93;222;0,00740740740740741;0,01768219832735962;-0,40952380952380951;12555;7
9276282025;128;553;0,00429170159262364;0,01854149203688181;-0,62408223201174740;29825;8
935562014;178;240;0,01113892365456821;0,01501877346683354;-0,14832535885167461;15980;24
9357032021;244;781;0,00670292841052689;0,02145486511730125;-0,52390243902439027;36402;34
9397672014;115;197;0,00911974623314830;0,01562252180808882;-0,26282051282051277;12610;23
9441482024;35;49;0,00546533416614616;0,00765146783260462;-0,16666666666666663;6404;5
9446952013;282;1071;0,00968839110866802;0,03679527261483492;-0,58314855875831484;29107;20
948452025;99;344;0,00664786462530218;0,02309965081923180;-0,55304740406320552;14892;0
977452019;106;119;0,01105433308999896;0,01241005318594223;-0,05777777777777778;9589;0
