cik_year;positive_count;negative_count;positive_prop;negative_prop;net_positive_tone;total_words;cyber_mentions
859612021;115;250;0,006663190219595574;0,01448519612955559;-0,36986301369863012;17259;1
8607312017;48;90;0,004599463395937141;0,00862399386738214;-0,30434782608695649;10436;1
8607312021;54;163;0,005350242742494798;0,01614980679678986;-0,50230414746543783;10093;12
8667872023;21;52;0,003046127067014796;0,00754279083260806;-0,42465753424657532;6894;0
8725892010;232;117;0,014247988699871031;0,00718540809433151;0,32951289398280803;16283;5
8725892024;116;67;0,014965810863114437;0,00864404592955748;0,26775956284153013;7751;0
8743962021;49;178;0,004537877384700870;0,01648453417299500;-0,56828193832599116;10798;1
8835692019;102;250;0,009306569343065693;0,02281021897810219;-0,42045454545454547;10960;1
8841442023;31;26;0,006348556215441327;0,00532459553553144;0,08771929824561403;4883;1
8910142020;59;113;0,007030505243088656;0,01346520495710200;-0,31395348837209303;8392;1
8914822020;48;103;0,004809137360985873;0,01031960725378219;-0,36423841059602652;9981;0
8954212020;111;291;0,005874569992061392;0,01540089970891770;-0,44776119402985071;18895;3
8954212021;118;274;0,005385668644454587;0,01250570515746235;-0,39795918367346944;21910;6
8962622015;56;173;0,005775577557755775;0,01784240924092409;-0,51091703056768556;9696;4
9000752014;37;109;0,004006063230835860;0,01180164573408402;-0,49315068493150688;9236;0
9124632021;94;249;0,006647807637906648;0,01760961810466761;-0,45189504373177836;14140;1
9131422020;75;150;0,008530482256596906;0,01706096451319381;-0,33333333333333331;8792;0
9131422021;80;142;0,008739348918505571;0,01551234433034739;-0,27927927927927931;9154;3
9131422023;76;100;0,010168584426010168;0,01337971635001338;-0,13636363636363641;7474;1
914402022;138;136;0,011338427409415824;0,01117410237449675;0,00729927007299267;12171;3
9174702016;29;170;0,002806813782423539;0,01645373596593109;-0,70854271356783927;10332;1
9174702019;61;67;0,005777062221801307;0,00634529785017521;-0,04687500000000001;10559;1
923802018;95;143;0,005738100990577434;0,00863735201739551;-0,20168067226890760;16556;0
923802023;99;174;0,007383100902378999;0,01297635916175703;-0,27472527472527475;13409;0
9249012023;78;171;0,008080389516212576;0,01771470009323526;-0,37349397590361444;9653;0
9270662024;98;179;0,008658773634917830;0,01581551510867645;-0,29241877256317694;11318;4
9276282024;227;1098;0,007146230127498820;0,03456634660790178;-0,65735849056603768;31765;147
935562013;193;226;0,012141419224962254;0,01421741318570710;-0,07875894988066824;15896;30
9357032020;152;368;0,011754698012528033;0,02845874255664682;-0,41538461538461546;12931;24
9397672013;373;744;0,013939756334554153;0,02780476866731445;-0,33213965980304383;26758;40
9441482023;50;57;0,007151029748283753;0,00815217391304348;-0,06542056074766352;6992;2
9446952012;284;1046;0,009644773483665013;0,03552265163349861;-0,57293233082706774;29446;20
948452024;107;284;0,007046891464699684;0,01870389884088514;-0,45268542199488487;15184;0
977452018;118;124;0,011777622517217288;0,01237648467910969;-0,02479338842975206;10019;0
