ticker;Event_Date;CAR_10_10_post;CAR_6_6_post;CAR_2_6_post;CAR_2_post;id_2;reported_date;report_trading_day;gics_sector;overall_sector;employee;breach_type;breach_type2;d_since_breach;total_affected;year;weekday;year_since_ipo;market_cap_m;roa;roe;debt_to_equity;cash_ratio;total_assets_m;breach_size_group;market_cap_group;year_group
THG;2013-02-26;0,03520751501835341;0,007588716577472130;-4,85379380457696e-03;-0,001698762658685822;THG2012;06/03/2012;06/03/2012;Financials;Cyclical;5,100;PORT;OTHER;66;1;2012;3;21,002739730;1790,163000;0,004145377;0,021538106;0,327271326;0,041883885;13484,90;Small;Small Cap;early
TILE;2024-02-28;0,06980146266253838;0,075873467260408237;-5,50261804094284e-02;-0,019247597086776293;TILE2023;11/08/2023;11/08/2023;Industrials;Cyclical;3,619;HACK;HACK;300;14776;2023;6;16,723287670;596,810240;0,036189888;0,104513003;1,210129429;0,089828834;1230,10;Large;Small Cap;recent
TMO;2019-02-27;-0,01966588978206644;-0,015877340345615353;-2,46955979713380e-02;0,008434610319591420;TMO2018;30/03/2018;02/04/2018;Health Care;Defensive;70,000;HACK;HACK;168;2900;2018;2;26,345205480;83022,108120;0,052247830;0,106503299;0,663271225;0,037398634;56232,00;Large;Large Cap;early
TMUS;2022-02-11;0,18468627946801408;0,185697531460103538;8,73711037734818e-03;0,003127337709663934;TMUS2021;09/02/2021;09/02/2021;Communication Services;Sensitive;75,000;HACK;HACK;22;421;2021;3;11,671232880;157525,885400;0,014639601;0,043761396;1,574730109;0,032101586;206563,00;Small;Large Cap;modern
TNDM;2021-02-24;-0,10348150935958997;-0,156527822211961570;-1,01981201755064e-01;0,014764470848372669;TNDM2020;16/03/2020;16/03/2020;Health Care;Defensive;1,500;HACK;HACK;59;140838;2020;2;8,158904110;3568,055400;-0,047991737;-0,093861673;0,623302985;0,132064516;716,42;Large;Small Cap;modern
TROW;2024-02-16;0,00751015582893959;-0,011007513974682857;-1,43222120471866e-02;-0,000112336104065689;TROW2023;02/06/2023;02/06/2023;Financials;Cyclical;7,906;HACK;HACK;87;684;2023;6;18,717808220;24270,400440;0,145673844;0,188183186;0,041861737;0,174593608;12278,80;Small;Large Cap;recent
TSLA;2024-01-29;-0,24694035839933626;-0,176908558579871977;-3,20806445615642e-02;0,013585035943522859;TSLA2023;18/08/2023;18/08/2023;Consumer Discretionary;Cyclical;140,473;INSD;OTHER;100;75735;2023;6;37,175342470;698215,700000;0,140661052;0,239438644;0,152840310;0,153801422;106618,00;Large;Large Cap;recent
TSN;2019-11-12;0,04918795054417397;0,057742368070684023;1,00001838007631e-02;0,014629262868689007;TSN2019;21/01/2019;22/01/2019;Consumer Staples;Defensive;141,000;UNKN;OTHER;99;450;2019;3;23,005479450;22311,360000;0,061093150;0,143587559;0,776310183;0,014623682;33097,00;Small;Large Cap;early
TTI;2017-03-01;-0,23338983950243603;-0,127766244411149976;-1,09878342306373e-01;-0,028128391328597326;TTI2016;16/02/2016;16/02/2016;Energy;Sensitive;2,400;DISC;DISC;12;10;2016;3;12,221917810;563,426500;-0,122734390;-0,691417976;3,001083405;0,022682701;1315,54;Small;Small Cap;early
TYL;2018-02-21;0,08047518624752074;0,033271878664001622;2,82627435403833e-02;0,002402750594884928;TYL2017;13/03/2017;13/03/2017;Information Technology;Sensitive;4,069;DISC;DISC;10;7788;2017;2;38,816438360;5895,061600;0,103136528;0,140472833;0,000000000;0,116964605;1589,59;Large;Large Cap;early
TYL;2022-02-23;-0,05857787368235104;-0,080756592603962146;-3,02016759157322e-02;-0,015831228949491481;TYL2021;18/01/2021;19/01/2021;Information Technology;Sensitive;6,800;HACK;HACK;119;2301;2021;3;22,827397260;17448,150800;0,034119296;0,069473226;0,597311913;0,065333999;4732,16;Large;Large Cap;modern
UAA;2019-02-25;0,03887365015537553;0,002786369676816638;2,97187249248507e-02;0,035963638380133466;UAA2018;29/03/2018;29/03/2018;Consumer Discretionary;Cyclical;15,000;HACK;HACK;37;150000000;2018;5;35,813698630;7325,344060;-0,010907364;-0,022957343;0,361368675;0,131307447;4245,02;Large;Large Cap;early
UBER;2024-02-15;0,09390627588372247;0,052361559239350979;-2,65091216670844e-02;-0,013485112364287372;UBER2023;31/03/2023;31/03/2023;Industrials;Cyclical;30,400;HACK;HACK;67;72000;2023;6;49,890410960;64598,981360;0,048760950;0,167748244;1,044803983;0,120933357;38699,00;Large;Large Cap;recent
UCTT;2021-02-23;0,07367770922825703;0,036347031204423577;2,83378131444682e-05;-0,055682384250847247;UCTT2020;23/10/2020;23/10/2020;Information Technology;Sensitive;4,996;HACK;HACK;81;5449;2020;6;10,394520550;962,626000;0,070385488;0,145700338;0,585429966;0,181678005;1102,50;Large;Small Cap;modern
UMH;2019-03-07;0,03107909408932150;-0,002906532358255436;1,70849903310469e-02;0,012627066067003791;UMH2018;15/03/2018;15/03/2018;Real Estate;Cyclical;0,380;DISC;DISC;29;581;2018;5;13,715068490;488,963200;-0,041202021;-0,266454774;3,230462485;0,008456335;878,99;Small;Small Cap;early
UNM;2023-02-23;-0,00932066537951994;0,047533817983363660;-2,62714297626479e-03;-0,012211119224342811;UNM2022;10/11/2022;10/11/2022;Financials;Cyclical;10,937;PHYS;OTHER;101;822;2022;5;7,134246575;5007,156600;0,021391750;0,142886654;0,391062789;0,001940265;61434,90;Small;Large Cap;modern
UNM;2024-02-20;0,06870791752042235;0,044382838448832729;7,42185718198786e-03;0,006657906037884649;UNM2023;03/08/2023;03/08/2023;Financials;Cyclical;10,812;HACK;HACK;64;650521;2023;5;27,005479450;9515,836120;0,020295565;0,133016972;0,368599374;0,002308111;63255,20;Large;Large Cap;recent
UTI;2011-11-30;-0,08494723006704805;-0,096378279496580982;-3,63069978671477e-03;0,037678366937796866;UTI2011;13/01/2011;13/01/2011;Consumer Discretionary;Cyclical;2,260;PORT;OTHER;56;98;2011;5;20,610958900;491,084100;0,102557731;0,191661682;0,000000000;0,202080674;265,59;Small;Small Cap;early
VBTX;2021-02-26;0,07740400008366083;0,096735117760616482;5,03224115580975e-02;-0,013572597280101959;VBTX2020;28/12/2020;28/12/2020;Financials;Cyclical;0,643;HACK;HACK;270;8;2020;2;16,416438360;1240,850700;0,008375930;0,061396438;0,879460784;0,005026374;8820,87;Small;Small Cap;modern
VCYT;2024-02-29;-0,19294093803541343;-0,152189471074165583;-4,44536430968806e-02;-0,014880209814943063;VCYT2023;03/03/2023;03/03/2023;Health Care;Defensive;0,815;DISC;DISC;35;338;2023;6;7,876712329;1765,686500;-0,066735671;-0,071261237;0,012096519;0,194145515;1114,91;Small;Small Cap;recent
VIR;2022-02-28;-0,45363606700900200;-0,438596298831471831;-9,33460961110143e-02;0,015457690564606153;VIR2021;21/05/2021;21/05/2021;Health Care;Defensive;0,444;HACK;HACK;113;5;2021;6;2,989041096;5921,919150;0,270476721;0,369161832;0,096021298;0,177977125;1954,27;Small;Large Cap;modern
VOXX;2021-05-13;-0,23122642634274188;-0,179019700630190598;5,09980925285297e-02;0,051980887169830341;VOXX2020;28/09/2020;28/09/2020;Consumer Discretionary;Cyclical;0,921;HACK;HACK;116;6034;2020;2;19,761643840;181,613520;0,048594999;0,065177267;0,028934937;0,107846875;550,82;Large;Small Cap;modern
VRA;2017-03-28;0,05434685013242581;-0,062449946087937275;-7,51544274628577e-02;-0,006928402164853853;VRA2016;12/10/2016;12/10/2016;Consumer Discretionary;Cyclical;3,100;HACK;HACK;79;252;2016;4;46,887671230;526,609720;0,052898324;0,069622885;0,000000000;0,231252794;373,51;Small;Small Cap;early
VRE;2024-02-21;-0,02578024812858994;-0,039210621672817927;-2,41965466155711e-02;-0,007685329622073129;VRE2023;28/02/2023;28/02/2023;Real Estate;Cyclical;0,197;HACK;HACK;473;7;2023;3;9,786301370;1516,244760;-0,034489174;-0,098270912;1,636293625;0,008641346;3241,05;Small;Small Cap;recent
VRNT;2019-03-28;0,14284237913292699;0,121670772239330774;-1,31747201283469e-02;-0,002789952826959393;VRNT2018;11/05/2018;11/05/2018;Information Technology;Sensitive;6,100;UNKN;OTHER;287;229;2018;6;33,126027400;2786,452450;0,023017223;0,052825087;0,628540164;0,129044826;2867,03;Small;Small Cap;early
VSH;2021-02-24;0,01120741456151341;0,027999642162415756;-2,03948158051257e-02;0,015544455235535399;VSH2020;11/06/2020;11/06/2020;Information Technology;Sensitive;21,600;UNKN;OTHER;97;1096;2020;5;16,783561640;2408,555700;0,038967840;0,077986188;0,319233100;0,196506358;3154,47;Small;Small Cap;modern
WEC;2024-02-22;0,03721013248793426;0,005293186231971087;-9,58665350540266e-03;-0,027465132517809382;WEC2023;10/08/2023;10/08/2023;Utilities;Defensive;7,000;HACK;HACK;73;17445;2023;5;29,189041100;27531,166800;0,030334754;0,113687928;1,607052080;0,000976338;43939,70;Large;Large Cap;recent
WLDN;2022-03-11;0,06383478093098836;-0,061766669526123467;-5,18116332046154e-02;-0,145020247581825412;WLDN2021;04/06/2021;04/06/2021;Industrials;Cyclical;1,560;HACK;HACK;212;840;2021;6;2,224657534;484,247280;-0,021340088;-0,046964362;0,659710637;0,028449224;394,42;Small;Small Cap;modern
WMK;2023-03-01;-0,01203836695599626;-0,003709089986121784;1,53182715485756e-02;-0,024773969592693897;WMK2022;25/11/2022;25/11/2022;Consumer Staples;Defensive;23,000;CARD;OTHER;116;3093;2022;6;7,400000000;2278,260600;0,063903223;0,096168943;0,142837720;0,080645688;1959,15;Large;Small Cap;modern
WMT;2020-03-20;0,14739864434257691;0,043545968136144059;-7,15478334724975e-02;-0,039762019760075651;WMT2019;17/10/2019;17/10/2019;Consumer Staples;Defensive;2200,000;PORT;OTHER;37;4211;2019;5;38,816438360;338256,314100;0,062923106;0,199292879;0,962353855;0,040021988;236495,00;Large;Large Cap;early
YUM;2024-02-20;0,07428564910377099;0,062789096181364620;1,63023268203813e-02;0,003927879629593475;YUM2023;18/01/2023;18/01/2023;Consumer Discretionary;Cyclical;35,000;HACK;HACK;5;9999;2023;4;38,816438360;36622,730000;0,256299149;-0,203232375;-1,531051158;0,082169796;6231,00;Large;Large Cap;recent
ZEUS;2017-03-02;-0,10233532730663536;-0,230420172897761205;-1,66635779922700e-01;-0,059207949724224974;ZEUS2016;24/03/2016;24/03/2016;Materials;Cyclical;1,660;UNKN;OTHER;6;1705;2016;5;26,764383560;172,996140;-0,001938612;-0,004254312;0,656789929;0,004163160;556,07;Small;Small Cap;early
ZEUS;2020-02-21;-0,13081200012853100;-0,110562272713082194;-5,74500032418569e-02;0,012505172563773103;ZEUS2019;22/05/2019;22/05/2019;Materials;Cyclical;1,860;UNKN;OTHER;28;28;2019;4;38,556164380;159,991800;0,005936372;0,012505189;0,711443415;0,008839898;649,56;Small;Small Cap;early
