ticker;Event_Date;Calendar_Date;Relative_Day;RET;Market_RET
TROW;16-02-2024;13-11-2023;-65;-0,003023105;-0,000330366
TROW;16-02-2024;14-11-2023;-64;0,050682261;0,022835098
TROW;16-02-2024;15-11-2023;-63;0,013811585;0,001954368
TROW;16-02-2024;16-11-2023;-62;-0,009048394;-0,001165273
TROW;16-02-2024;17-11-2023;-61;0,003283061;0,003329736
TROW;16-02-2024;20-11-2023;-60;0,010635034;0,007017249
TROW;16-02-2024;21-11-2023;-59;-0,018516645;-0,00297685
TROW;16-02-2024;22-11-2023;-58;0,007835052;0,004067047
TROW;16-02-2024;24-11-2023;-57;0,005319149;0,001708468
TROW;16-02-2024;27-11-2023;-56;-0,011294261;-0,001870978
TROW;16-02-2024;28-11-2023;-55;0,012555315;0,000914587
TROW;16-02-2024;29-11-2023;-54;0,007825999;0,001081736
TROW;16-02-2024;30-11-2023;-53;0,00978217;0,00394592
TROW;16-02-2024;01-12-2023;-52;0,023169879;0,009181222
TROW;16-02-2024;04-12-2023;-51;-0,004294778;-0,003912654
TROW;16-02-2024;05-12-2023;-50;-0,014312322;-0,002322456
TROW;16-02-2024;06-12-2023;-49;-0,006762805;-0,003541984
TROW;16-02-2024;07-12-2023;-48;0,000700911;0,007296551
TROW;16-02-2024;08-12-2023;-47;-0,015009005;0,004205431
TROW;16-02-2024;11-12-2023;-46;0,004266558;0,003689737
TROW;16-02-2024;12-12-2023;-45;0,005057657;0,003132962
TROW;16-02-2024;13-12-2023;-44;0,038747987;0,016199552
TROW;16-02-2024;14-12-2023;-43;0,051642283;0,006931309
TROW;16-02-2024;15-12-2023;-42;-0,009690645;-0,001578635
TROW;16-02-2024;18-12-2023;-41;0,004610463;0,003856284
TROW;16-02-2024;19-12-2023;-40;0,013580594;0,007710571
TROW;16-02-2024;20-12-2023;-39;-0,020698577;-0,01480188
TROW;16-02-2024;21-12-2023;-38;0,008586526;0,011213124
TROW;16-02-2024;22-12-2023;-37;0,009355412;0,002434109
TROW;16-02-2024;26-12-2023;-36;0,00741496;0,00522292
TROW;16-02-2024;27-12-2023;-35;0;0,001989297
TROW;16-02-2024;28-12-2023;-34;0,002944153;-0,000111297
TROW;16-02-2024;29-12-2023;-33;-0,012108981;-0,004048511
TROW;16-02-2024;02-01-2024;-32;0,002042901;-0,006546367
TROW;16-02-2024;03-01-2024;-31;-0,01501251;-0,010015071
TROW;16-02-2024;04-01-2024;-30;-0,002163891;-0,002641877
TROW;16-02-2024;05-01-2024;-29;0,001037149;0,001645661
TROW;16-02-2024;08-01-2024;-28;0,007158331;0,014020839
TROW;16-02-2024;09-01-2024;-27;-0,006546339;-0,002547174
TROW;16-02-2024;10-01-2024;-26;0,010919703;0,004684741
TROW;16-02-2024;11-01-2024;-25;0,017413167;-0,001332922
TROW;16-02-2024;12-01-2024;-24;0,011257551;0,000550376
TROW;16-02-2024;16-01-2024;-23;-0,03556883;-0,005242389
TROW;16-02-2024;17-01-2024;-22;-0,007695195;-0,006324363
TROW;16-02-2024;18-01-2024;-21;0,005106866;0,008048932
TROW;16-02-2024;19-01-2024;-20;0,030297328;0,011554459
TROW;16-02-2024;22-01-2024;-19;0,010410959;0,003822496
TROW;16-02-2024;23-01-2024;-18;-0,007953724;0,002103172
TROW;16-02-2024;24-01-2024;-17;-9,11E-05;-0,000321203
TROW;16-02-2024;25-01-2024;-16;0,014851936;0,005203296
TROW;16-02-2024;26-01-2024;-15;-0,011581972;4,40E-05
TROW;16-02-2024;29-01-2024;-14;0,014170224;0,008416427
TROW;16-02-2024;30-01-2024;-13;0,000537394;-0,001333636
TROW;16-02-2024;31-01-2024;-12;-0,029182705;-0,015799139
TROW;16-02-2024;01-02-2024;-11;0,013093592;0,01236528
TROW;16-02-2024;02-02-2024;-10;-0,001183217;0,007567922
TROW;16-02-2024;05-02-2024;-9;-0,013668671;-0,00499425
TROW;16-02-2024;06-02-2024;-8;0,006836659;0,00358764
TROW;16-02-2024;07-02-2024;-7;0,006881997;0,006775275
TROW;16-02-2024;08-02-2024;-6;-0,007472888;0,00236601
TROW;16-02-2024;09-02-2024;-5;-0,023689285;0,006382026
TROW;16-02-2024;12-02-2024;-4;0,034421142;0,000950865
TROW;16-02-2024;13-02-2024;-3;-0,047731612;-0,016421184
TROW;16-02-2024;14-02-2024;-2;0,01546687;0,011508488
TROW;16-02-2024;15-02-2024;-1;0,017863859;0,008273019
TROW;16-02-2024;16-02-2024;0;0,005542213;-0,00471315
TROW;16-02-2024;20-02-2024;1;0,005052361;-0,006418498
TROW;16-02-2024;21-02-2024;2;-0,000731195;0,000157666
TROW;16-02-2024;22-02-2024;3;0,014360194;0,018433074
TROW;16-02-2024;23-02-2024;4;0,000811542;0,000687397
TROW;16-02-2024;26-02-2024;5;-0,004775205;-0,002388452
TROW;16-02-2024;27-02-2024;6;0,00362122;0,002685596
TROW;16-02-2024;28-02-2024;7;0,013440375;-0,002148512
TROW;16-02-2024;29-02-2024;8;0,008900757;0,005377219
TROW;16-02-2024;01-03-2024;9;0,00114689;0,008189409
TROW;16-02-2024;04-03-2024;10;0,027053225;-0,00116243
HON;11-02-2022;23-06-2021;-162;-0,003851687;-0,000137459
HON;11-02-2022;24-06-2021;-161;0,014115345;0,006527931
HON;11-02-2022;25-06-2021;-160;0,004823373;0,003215574
HON;11-02-2022;28-06-2021;-159;-0,008914693;0,001063324
HON;11-02-2022;29-06-2021;-158;-0,003874717;-3,99E-05
HON;11-02-2022;30-06-2021;-157;0,015744385;0,000359868
HON;11-02-2022;01-07-2021;-156;0,005789834;0,004199539
HON;11-02-2022;02-07-2021;-155;0,003172876;0,005000895
HON;11-02-2022;06-07-2021;-154;-0,012470631;-0,003009855
HON;11-02-2022;07-07-2021;-153;0,009974378;0,00109989
HON;11-02-2022;08-07-2021;-152;-0,006432907;-0,009006345
HON;11-02-2022;09-07-2021;-151;0,022888929;0,012886593
HON;11-02-2022;12-07-2021;-150;0,003031113;0,002173299
HON;11-02-2022;13-07-2021;-149;-0,004177406;-0,005942553
HON;11-02-2022;14-07-2021;-148;0,016467333;-0,002374594
HON;11-02-2022;15-07-2021;-147;0,022127585;-0,003904686
HON;11-02-2022;16-07-2021;-146;-0,010652463;-0,007607445
HON;11-02-2022;19-07-2021;-145;-0,041983241;-0,014629059
HON;11-02-2022;20-07-2021;-144;0,040786731;0,016901693
HON;11-02-2022;21-07-2021;-143;0,009535836;0,009671745
HON;11-02-2022;22-07-2021;-142;0,003838689;0,000284497
HON;11-02-2022;23-07-2021;-141;-0,014694509;0,008915126
HON;11-02-2022;26-07-2021;-140;-0,00030525;0,001648875
HON;11-02-2022;27-07-2021;-139;0,004841876;-0,005938559
HON;11-02-2022;28-07-2021;-138;0,000564334;0,002968602
HON;11-02-2022;29-07-2021;-137;0,010369213;0,004546625
HON;11-02-2022;30-07-2021;-136;0,003907592;-0,005629441
HON;11-02-2022;02-08-2021;-135;-0,00585996;-0,001349908
HON;11-02-2022;03-08-2021;-134;0,000989588;0,006795612
HON;11-02-2022;04-08-2021;-133;-0,013152805;-0,00396514
HON;11-02-2022;05-08-2021;-132;0,001263121;0,007173382
HON;11-02-2022;06-08-2021;-131;-0,000870019;0,000824655
HON;11-02-2022;09-08-2021;-130;-0,006313131;-0,000404561
HON;11-02-2022;10-08-2021;-129;0,015992639;0,000667927
HON;11-02-2022;11-08-2021;-128;0,009918924;0,002429402
HON;11-02-2022;12-08-2021;-127;-0,005593988;0,001978137
HON;11-02-2022;13-08-2021;-126;-0,000776063;0,000279648
HON;11-02-2022;16-08-2021;-125;0,008543321;-0,00084307
HON;11-02-2022;17-08-2021;-124;-0,009797211;-0,007821073
HON;11-02-2022;18-08-2021;-123;-0,01309138;-0,008857884
HON;11-02-2022;19-08-2021;-122;-0,003020751;-0,002259477
HON;11-02-2022;20-08-2021;-121;-0,000131735;0,008679319
HON;11-02-2022;23-08-2021;-120;0,006192358;0,010518418
HON;11-02-2022;24-08-2021;-119;0,005805072;0,004232418
HON;11-02-2022;25-08-2021;-118;0,000954695;0,002593033
HON;11-02-2022;26-08-2021;-117;0,000953785;-0,006469206
HON;11-02-2022;27-08-2021;-116;0,001126126;0,010965234
HON;11-02-2022;30-08-2021;-115;0,003158259;0,003026793
HON;11-02-2022;31-08-2021;-114;0,00017251;-0,001063441
HON;11-02-2022;01-09-2021;-113;-0,009098357;0,00198526
HON;11-02-2022;02-09-2021;-112;0,005091384;0,004125093
HON;11-02-2022;03-09-2021;-111;-0,011300169;-7,75E-05
HON;11-02-2022;07-09-2021;-110;-0,023778245;-0,004163414
HON;11-02-2022;08-09-2021;-109;0,006593998;-0,003491469
HON;11-02-2022;09-09-2021;-108;-0,006550802;-0,002862438
HON;11-02-2022;10-09-2021;-107;-0,002511999;-0,007308784
HON;11-02-2022;13-09-2021;-106;0,005531322;0,001956623
HON;11-02-2022;14-09-2021;-105;-0,015250447;-0,006225898
HON;11-02-2022;15-09-2021;-104;0,006812298;0,00851783
HON;11-02-2022;16-09-2021;-103;-0,009202039;-0,000876611
HON;11-02-2022;17-09-2021;-102;-0,005281129;-0,00739739
HON;11-02-2022;20-09-2021;-101;-0,012632157;-0,018221555
HON;11-02-2022;21-09-2021;-100;-0,003847402;0,000855645
HON;11-02-2022;22-09-2021;-99;0,009865054;0,009964884
HON;11-02-2022;23-09-2021;-98;0,012349092;0,01205996
HON;11-02-2022;24-09-2021;-97;-0,002321347;-0,000111191
HON;11-02-2022;27-09-2021;-96;-0,005885305;-0,000980089
HON;11-02-2022;28-09-2021;-95;-0,013446535;-0,02076919
HON;11-02-2022;29-09-2021;-94;-0,000232591;-6,92E-05
HON;11-02-2022;30-09-2021;-93;-0,01228364;-0,009499771
HON;11-02-2022;01-10-2021;-92;0,015875259;0,01064344
HON;11-02-2022;04-10-2021;-91;-0,006677487;-0,012878292
HON;11-02-2022;05-10-2021;-90;0,007049157;0,009502494
HON;11-02-2022;06-10-2021;-89;0,005284628;0,00281763
HON;11-02-2022;07-10-2021;-88;0,006963018;0,009925341
HON;11-02-2022;08-10-2021;-87;-0,003068187;-0,002520304
HON;11-02-2022;11-10-2021;-86;-0,01107028;-0,006344321
HON;11-02-2022;12-10-2021;-85;-0,004459102;0,000236229
HON;11-02-2022;13-10-2021;-84;0,005832128;0,00480164
HON;11-02-2022;14-10-2021;-83;0,013962334;0,015964494
HON;11-02-2022;15-10-2021;-82;0,00974427;0,005721291
HON;11-02-2022;18-10-2021;-81;-0,000407756;0,003275173
HON;11-02-2022;19-10-2021;-80;0,005212346;0,006813424
HON;11-02-2022;20-10-2021;-79;0,00838669;0,003892209
HON;11-02-2022;21-10-2021;-78;0,003934895;0,002943949
HON;11-02-2022;22-10-2021;-77;-0,031712097;-0,001699658
HON;11-02-2022;25-10-2021;-76;0,000643974;0,005483355
HON;11-02-2022;26-10-2021;-75;0,003585547;-5,94E-05
HON;11-02-2022;27-10-2021;-74;-0,011909124;-0,007541081
HON;11-02-2022;28-10-2021;-73;0,012794363;0,011248049
HON;11-02-2022;29-10-2021;-72;0,000640791;0,000972946
HON;11-02-2022;01-11-2021;-71;0,005214527;0,005685236
HON;11-02-2022;02-11-2021;-70;0,006507099;0,002034979
HON;11-02-2022;03-11-2021;-69;0,00727881;0,007317478
HON;11-02-2022;04-11-2021;-68;-0,001391382;0,002951241
HON;11-02-2022;05-11-2021;-67;0,016045665;0,004006699
HON;11-02-2022;08-11-2021;-66;-0,001459789;0,0019848
HON;11-02-2022;09-11-2021;-65;0,008948744;-0,002887795
HON;11-02-2022;10-11-2021;-64;-0,00597146;-0,010458125
HON;11-02-2022;11-11-2021;-63;-0,019519986;0,002448554
HON;11-02-2022;12-11-2021;-62;0,006244061;0,007136417
HON;11-02-2022;15-11-2021;-61;0,000359728;-0,000327982
HON;11-02-2022;16-11-2021;-60;-0,004944487;0,004035937
HON;11-02-2022;17-11-2021;-59;-0,003975245;-0,004440748
HON;11-02-2022;18-11-2021;-58;0,000952424;0,000266964
HON;11-02-2022;19-11-2021;-57;-0,010013593;-0,002865904
HON;11-02-2022;22-11-2021;-56;-0,001601904;-0,006219665
HON;11-02-2022;23-11-2021;-55;-0,009810214;-0,000288575
HON;11-02-2022;24-11-2021;-54;-0,017546296;0,003215272
HON;11-02-2022;26-11-2021;-53;-0,018849253;-0,022332637
HON;11-02-2022;29-11-2021;-52;-0,002641564;0,010084227
HON;11-02-2022;30-11-2021;-51;-0,026100356;-0,019130028
HON;11-02-2022;01-12-2021;-50;-0,013943829;-0,015120131
HON;11-02-2022;02-12-2021;-49;0,022966603;0,01540375
HON;11-02-2022;03-12-2021;-48;-0,00245098;-0,01137481
HON;11-02-2022;06-12-2021;-47;0,013513514;0,011800837
HON;11-02-2022;07-12-2021;-46;0,004363636;0,021575516
HON;11-02-2022;08-12-2021;-45;-0,012068549;0,004299093
HON;11-02-2022;09-12-2021;-44;0,006596628;-0,010779327
HON;11-02-2022;10-12-2021;-43;0,018495146;0,006153718
HON;11-02-2022;13-12-2021;-42;-0,002764406;-0,009867688
HON;11-02-2022;14-12-2021;-41;-0,012187545;-0,007688638
HON;11-02-2022;15-12-2021;-40;0,014902264;0,015057362
HON;11-02-2022;16-12-2021;-39;-0,000715103;-0,010041686
HON;11-02-2022;17-12-2021;-38;-0,021182196;-0,006258958
HON;11-02-2022;20-12-2021;-37;-0,025929717;-0,012320383
HON;11-02-2022;21-12-2021;-36;0,00910683;0,019936165
HON;11-02-2022;22-12-2021;-35;0,000842961;0,009573442
HON;11-02-2022;23-12-2021;-34;0,016745937;0,006854276
HON;11-02-2022;27-12-2021;-33;0,005896111;0,012045987
HON;11-02-2022;28-12-2021;-32;0,003003439;-0,00243761
HON;11-02-2022;29-12-2021;-31;0,002318281;0,000552675
HON;11-02-2022;30-12-2021;-30;-0,002023804;-0,000978702
HON;11-02-2022;31-12-2021;-29;0,006759693;-0,002389384
HON;11-02-2022;03-01-2022;-28;-0,008201046;0,006154516
HON;11-02-2022;04-01-2022;-27;0,010638298;-0,00235091
HON;11-02-2022;05-01-2022;-26;0,009856459;-0,021879145
HON;11-02-2022;06-01-2022;-25;-0,001137117;0,000161183
HON;11-02-2022;07-01-2022;-24;0,023384878;-0,004164362
HON;11-02-2022;10-01-2022;-23;-0,010614137;-0,001893487
HON;11-02-2022;11-01-2022;-22;0,013351448;0,010904945
HON;11-02-2022;12-01-2022;-21;0,00896861;0,001816695
HON;11-02-2022;13-01-2022;-20;0,005406644;-0,014356304
HON;11-02-2022;14-01-2022;-19;-0,008111926;0,000163921
HON;11-02-2022;18-01-2022;-18;-0,018653802;-0,019346152
HON;11-02-2022;19-01-2022;-17;-0,01339014;-0,009367608
HON;11-02-2022;20-01-2022;-16;-0,00858919;-0,010990791
HON;11-02-2022;21-01-2022;-15;-0,018284511;-0,019930871
HON;11-02-2022;24-01-2022;-14;-0,003169186;0,004196086
HON;11-02-2022;25-01-2022;-13;-0,010516019;-0,012440209
HON;11-02-2022;26-01-2022;-12;-0,008156204;-0,003579311
HON;11-02-2022;27-01-2022;-11;0;-0,008105824
HON;11-02-2022;28-01-2022;-10;0,006678296;0,02247318
HON;11-02-2022;31-01-2022;-9;0,012327343;0,022431338
HON;11-02-2022;01-02-2022;-8;0,00420579;0,008548323
HON;11-02-2022;02-02-2022;-7;0,010762638;0,004745707
HON;11-02-2022;03-02-2022;-6;-0,076174416;-0,02333134
HON;11-02-2022;04-02-2022;-5;-0,001251695;0,007242721
HON;11-02-2022;07-02-2022;-4;0,005117493;-0,001807018
HON;11-02-2022;08-02-2022;-3;0,010806318;0,009147509
HON;11-02-2022;09-02-2022;-2;0,010587993;0,01625077
HON;11-02-2022;10-02-2022;-1;-0,024768589;-0,016293231
HON;11-02-2022;11-02-2022;0;-0,02482399;-0,0176719
HON;11-02-2022;14-02-2022;1;-0,001604364;-0,004127515
HON;11-02-2022;15-02-2022;2;0,015212384;0,017621544
HON;11-02-2022;16-02-2022;3;-0,002479818;0,000308226
HON;11-02-2022;17-02-2022;4;-0,023643288;-0,021239186
HON;11-02-2022;18-02-2022;5;-0,013326832;-0,0082965
HON;11-02-2022;22-02-2022;6;0,002360951;-0,0112351
HON;11-02-2022;23-02-2022;7;-0,019719544;-0,018074822
HON;11-02-2022;24-02-2022;8;0,024362986;0,016082603
HON;11-02-2022;25-02-2022;9;0,034112098;0,022121465
HON;11-02-2022;28-02-2022;10;0,006310989;-0,000364829
HON;16-02-2024;27-06-2023;-162;0,003751604;0,011634492
HON;16-02-2024;28-06-2023;-161;-0,004131012;0,000528413
HON;16-02-2024;29-06-2023;-160;0,019604938;0,004747052
HON;16-02-2024;30-06-2023;-159;0,004988618;0,011088718
HON;16-02-2024;03-07-2023;-158;0,003855422;0,002104823
HON;16-02-2024;05-07-2023;-157;-0,008977436;-0,003314777
HON;16-02-2024;06-07-2023;-156;-0,011723102;-0,009672379
HON;16-02-2024;07-07-2023;-155;-0,00367629;5,15E-06
HON;16-02-2024;10-07-2023;-154;0,022040736;0,004152121
HON;16-02-2024;11-07-2023;-153;0,004765572;0,007737988
HON;16-02-2024;12-07-2023;-152;-0,001006084;0,007997536
HON;16-02-2024;13-07-2023;-151;0,000911184;0,00933391
HON;16-02-2024;14-07-2023;-150;-0,012313737;-0,002943813
HON;16-02-2024;17-07-2023;-149;0,009847676;0,004496224
HON;16-02-2024;18-07-2023;-148;-0,014026997;0,007298953
HON;16-02-2024;19-07-2023;-147;-0,000389769;0,002571118
HON;16-02-2024;20-07-2023;-146;0,013598479;-0,007184857
HON;16-02-2024;21-07-2023;-145;0,003077515;6,92E-05
HON;16-02-2024;24-07-2023;-144;0,003451582;0,003273272
HON;16-02-2024;25-07-2023;-143;0,001719855;0,002307367
HON;16-02-2024;26-07-2023;-142;-0,006772224;0,000799228
HON;16-02-2024;27-07-2023;-141;-0,056900029;-0,007487108
HON;16-02-2024;28-07-2023;-140;-0,006211496;0,010608361
HON;16-02-2024;31-07-2023;-139;-0,005430606;0,003172964
HON;16-02-2024;01-08-2023;-138;-0,003348272;-0,003670677
HON;16-02-2024;02-08-2023;-137;-0,002997726;-0,014385265
HON;16-02-2024;03-08-2023;-136;-0,012389839;-0,002370088
HON;16-02-2024;04-08-2023;-135;-0,006823789;-0,004195027
HON;16-02-2024;07-08-2023;-134;0,002061202;0,007545863
HON;16-02-2024;08-08-2023;-133;-0,01028481;-0,004755824
HON;16-02-2024;09-08-2023;-132;0,008473221;-0,006457085
HON;16-02-2024;10-08-2023;-131;0,002800676;9,23E-05
HON;16-02-2024;11-08-2023;-130;0,010225707;-0,000907215
HON;16-02-2024;14-08-2023;-129;-0,00608381;0,004055157
HON;16-02-2024;15-08-2023;-128;-0,009023271;-0,011781109
HON;16-02-2024;16-08-2023;-127;-0,006975506;-0,007890817
HON;16-02-2024;17-08-2023;-126;-0,002734731;-0,008394755
HON;16-02-2024;18-08-2023;-125;0,003226153;0,000602213
HON;16-02-2024;21-08-2023;-124;0,001983064;0,005540383
HON;16-02-2024;22-08-2023;-123;-0,005028082;-0,00189247
HON;16-02-2024;23-08-2023;-122;0,005752379;0,011033422
HON;16-02-2024;24-08-2023;-121;-0,010262989;-0,012547811
HON;16-02-2024;25-08-2023;-120;0,006156837;0,007024662
HON;16-02-2024;28-08-2023;-119;0,008480945;0,007091908
HON;16-02-2024;29-08-2023;-118;0,008728976;0,013163725
HON;16-02-2024;30-08-2023;-117;-0,005065428;0,003823961
HON;16-02-2024;31-08-2023;-116;-0,003288078;-0,001065417
HON;16-02-2024;01-09-2023;-115;0,002394381;0,002776132
HON;16-02-2024;05-09-2023;-114;-0,01427889;-0,006126016
HON;16-02-2024;06-09-2023;-113;-0,006408185;-0,006390685
HON;16-02-2024;07-09-2023;-112;-0,002113707;-0,003838741
HON;16-02-2024;08-09-2023;-111;0,002172496;0,001011815
HON;16-02-2024;11-09-2023;-110;0,009158899;0,006482861
HON;16-02-2024;12-09-2023;-109;0,016110843;-0,004766539
HON;16-02-2024;13-09-2023;-108;0,012578616;4,70E-06
HON;16-02-2024;14-09-2023;-107;0,010282374;0,008997514
HON;16-02-2024;15-09-2023;-106;-0,002686505;-0,010525483
HON;16-02-2024;18-09-2023;-105;0,007355988;-0,000425339
HON;16-02-2024;19-09-2023;-104;0,004576777;-0,002633335
HON;16-02-2024;20-09-2023;-103;-0,004658306;-0,008244
HON;16-02-2024;21-09-2023;-102;-0,015480354;-0,016903348
HON;16-02-2024;22-09-2023;-101;-0,008619339;-0,001882218
HON;16-02-2024;25-09-2023;-100;0,010960059;0,003393801
HON;16-02-2024;26-09-2023;-99;-0,020692171;-0,014142785
HON;16-02-2024;27-09-2023;-98;-5,32E-05;0,001059554
HON;16-02-2024;28-09-2023;-97;-0,004098361;0,00662705
HON;16-02-2024;29-09-2023;-96;-0,012666346;-0,002633081
HON;16-02-2024;02-10-2023;-95;-0,011529717;-0,003498225
HON;16-02-2024;03-10-2023;-94;-0,008049943;-0,014348828
HON;16-02-2024;04-10-2023;-93;0,007508005;0,0070749
HON;16-02-2024;05-10-2023;-92;-0,013589041;-0,000735028
HON;16-02-2024;06-10-2023;-91;0,025774914;0,011482497
